GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Salary
3.25,Lower-tier,STEM,Northeast,1,1,4,Small,Handshake,6,46,2,2,87356.0
3.38,Top-tier,Business,Midwest,3,2,3,Large,LinkedIn,10,113,2,2,118320.0
3.18,Mid-tier,Humanities,South,1,1,1,Medium,Handshake,1,5,2,2,49770.0
2.83,Mid-tier,Business,Midwest,2,1,3,Medium,Handshake,12,52,3,3,62328.0
3.33,Top-tier,Humanities,West,2,2,2,Medium,LinkedIn,11,117,6,2,74552.0
2.7,Mid-tier,STEM,South,5,0,2,Small,LinkedIn,3,26,2,1,96917.0
3.22,Lower-tier,Business,West,2,2,2,Small,Handshake,3,14,2,1,74382.0
2.87,Lower-tier,Business,Northeast,1,1,3,Large,LinkedIn,7,43,2,1,76573.0
3.24,Mid-tier,Business,South,1,3,1,Large,Handshake,3,15,2,2,65006.0
3.58,Mid-tier,Business,West,3,2,5,Medium,Handshake,7,28,2,2,85409.0
2.93,Mid-tier,Business,West,1,1,2,Large,Indeed,10,55,2,1,66791.0
3.47,Mid-tier,Business,South,0,5,2,Large,LinkedIn,8,86,4,4,81210.0
3.37,Mid-tier,Healthcare,Midwest,3,1,1,Medium,LinkedIn,5,40,2,1,71986.0
3.06,Top-tier,Humanities,Northeast,1,1,5,Large,LinkedIn,10,60,3,3,65239.0
3.69,Mid-tier,Healthcare,West,1,2,1,Large,Handshake,10,41,3,2,47906.0
3.89,Mid-tier,Humanities,Northeast,3,3,1,Large,LinkedIn,10,83,4,1,68874.0
2.98,Mid-tier,Healthcare,Northeast,0,2,4,Small,Handshake,11,16,2,1,59785.0
3.66,Mid-tier,STEM,West,1,2,2,Medium,LinkedIn,9,117,2,2,103792.0
2.44,Lower-tier,Arts,South,1,1,2,Large,LinkedIn,10,90,5,1,72949.0
3.56,Top-tier,Healthcare,South,4,2,3,Small,LinkedIn,4,6,2,2,81243.0
3.64,Mid-tier,Healthcare,West,1,3,4,Medium,Handshake,1,5,2,1,70325.0
3.94,Mid-tier,Business,West,1,4,3,Large,Handshake,11,29,2,1,81868.0
2.9,Lower-tier,Healthcare,South,1,1,1,Large,Handshake,8,37,2,1,59239.0
3.36,Mid-tier,Business,Midwest,0,1,4,Medium,Handshake,12,78,4,2,61653.0
3.18,Lower-tier,Arts,Midwest,1,4,1,Large,Indeed,8,208,10,8,52000.0
3.52,Top-tier,Arts,Midwest,3,6,2,Medium,LinkedIn,4,51,2,1,88384.0
3.79,Lower-tier,Business,West,0,3,5,Medium,Handshake,6,21,2,2,75933.0
2.88,Lower-tier,Business,West,5,2,3,Small,Handshake,5,30,2,1,96220.0
3.28,Lower-tier,Business,Midwest,0,4,4,Medium,Handshake,4,21,2,2,63565.0
3.15,Lower-tier,Humanities,South,3,2,4,Medium,LinkedIn,1,5,2,2,85227.0
3.51,Lower-tier,Humanities,West,4,0,5,Medium,Handshake,2,9,2,2,61618.0
4.0,Mid-tier,STEM,South,0,3,2,Large,Indeed,7,109,6,2,71951.0
3.69,Top-tier,Business,South,2,2,1,Medium,LinkedIn,11,99,2,1,96055.0
3.2,Top-tier,STEM,West,1,0,5,Large,LinkedIn,11,78,2,2,90496.0
3.61,Mid-tier,Business,Northeast,1,2,2,Large,Handshake,8,5,2,2,53457.0
2.89,Mid-tier,STEM,Midwest,2,2,4,Large,LinkedIn,1,16,2,1,86906.0
2.67,Lower-tier,Business,Northeast,1,1,5,Medium,Handshake,11,137,6,5,77163.0
2.73,Lower-tier,STEM,Midwest,0,3,1,Large,LinkedIn,4,49,3,3,69595.0
2.69,Lower-tier,Business,Northeast,3,4,1,Small,Indeed,1,21,2,1,51754.0
2.12,Mid-tier,STEM,South,1,2,4,Medium,LinkedIn,2,13,2,1,85619.0
2.58,Lower-tier,Business,Northeast,1,3,3,Medium,LinkedIn,7,44,2,1,84361.0
3.18,Lower-tier,Business,Northeast,1,2,3,Small,LinkedIn,9,94,5,1,83451.0
3.72,Mid-tier,Healthcare,West,2,4,2,Medium,LinkedIn,6,40,2,1,70217.0
3.26,Mid-tier,Business,Midwest,0,1,3,Large,LinkedIn,11,77,2,1,76968.0
3.54,Mid-tier,Humanities,Northeast,2,2,1,Large,Handshake,7,23,2,1,78805.0
2.69,Mid-tier,STEM,Northeast,0,5,4,Large,LinkedIn,2,19,2,2,68552.0
3.6,Mid-tier,STEM,Northeast,0,2,6,Large,Handshake,10,90,2,1,81523.0
3.53,Mid-tier,STEM,West,2,2,2,Large,LinkedIn,2,24,2,2,109483.0
3.1,Mid-tier,Arts,South,1,2,4,Large,LinkedIn,9,106,6,3,56355.0
3.28,Mid-tier,Business,South,1,4,4,Medium,Indeed,7,72,3,2,57361.0
3.3,Mid-tier,STEM,South,1,5,2,Large,Indeed,5,52,3,3,75374.0
3.05,Mid-tier,Healthcare,West,2,1,4,Large,Handshake,6,52,2,1,68494.0
3.02,Lower-tier,Business,South,4,2,4,Large,Indeed,5,64,4,1,59103.0
3.7,Top-tier,Humanities,Northeast,0,4,4,Small,Handshake,9,103,3,3,65712.0
3.48,Lower-tier,STEM,South,1,1,5,Small,Handshake,12,56,2,1,78183.0
3.45,Lower-tier,STEM,South,1,1,6,Medium,LinkedIn,5,43,3,2,92054.0
3.37,Lower-tier,Business,Midwest,0,2,4,Large,LinkedIn,8,109,5,1,71812.0
2.95,Mid-tier,Business,Midwest,1,1,7,Medium,Handshake,4,11,2,2,74823.0
2.98,Mid-tier,Humanities,West,0,1,2,Medium,Handshake,1,5,2,2,50450.0
2.92,Mid-tier,Humanities,West,3,3,2,Medium,Handshake,5,32,2,1,68281.0
2.85,Lower-tier,Healthcare,Midwest,0,0,3,Large,Indeed,8,90,4,3,51062.0
3.37,Mid-tier,Business,South,2,0,4,Large,Indeed,11,282,7,7,58033.0
2.85,Mid-tier,STEM,South,2,3,3,Medium,LinkedIn,11,119,3,2,97389.0
2.66,Mid-tier,STEM,Northeast,1,0,1,Large,Indeed,12,148,6,3,62526.0
2.74,Top-tier,STEM,Northeast,3,2,1,Medium,LinkedIn,4,22,2,2,125133.0
2.88,Lower-tier,STEM,West,1,1,1,Medium,LinkedIn,11,95,2,1,93551.0
3.39,Mid-tier,Business,South,0,1,2,Large,LinkedIn,9,84,4,4,81483.0
3.39,Lower-tier,Business,Midwest,1,0,7,Small,Indeed,1,10,2,1,56563.0
3.22,Top-tier,Healthcare,West,1,2,5,Medium,LinkedIn,6,66,4,3,83343.0
2.9,Mid-tier,Business,Midwest,0,1,3,Large,Handshake,1,6,2,1,54159.0
3.15,Mid-tier,STEM,South,1,0,2,Medium,LinkedIn,5,40,2,2,99978.0
3.45,Mid-tier,Business,Midwest,2,1,2,Medium,LinkedIn,2,13,2,1,87609.0
2.89,Lower-tier,Healthcare,South,2,3,2,Large,Handshake,3,13,2,1,53131.0
3.54,Mid-tier,Healthcare,Midwest,1,0,2,Small,Indeed,11,99,4,2,59337.0
3.26,Lower-tier,Humanities,Northeast,1,2,5,Small,Handshake,6,36,2,1,53135.0
3.02,Mid-tier,Business,South,0,2,2,Small,Handshake,8,65,4,2,51740.0
3.34,Mid-tier,Business,West,1,2,2,Medium,LinkedIn,1,5,2,2,90526.0
4.0,Mid-tier,STEM,West,0,4,4,Large,Indeed,5,25,2,2,75686.0
2.94,Mid-tier,Business,South,1,3,3,Medium,Handshake,3,16,2,1,72093.0
3.75,Mid-tier,Humanities,South,1,0,3,Large,LinkedIn,11,42,2,2,55241.0
3.04,Top-tier,Healthcare,Northeast,1,1,1,Medium,Handshake,5,42,2,2,79839.0
3.46,Lower-tier,Business,Midwest,4,2,1,Medium,Indeed,6,105,5,4,95260.0
3.06,Lower-tier,Business,South,1,0,5,Large,Handshake,1,5,2,1,68866.0
2.64,Lower-tier,Healthcare,Midwest,2,1,2,Large,LinkedIn,7,80,2,1,60669.0
3.53,Lower-tier,STEM,Midwest,1,1,2,Large,Handshake,6,18,2,1,72985.0
3.25,Top-tier,Business,Midwest,1,2,3,Small,Handshake,8,65,2,2,66219.0
3.04,Lower-tier,STEM,Midwest,1,1,3,Large,Handshake,9,58,3,2,69797.0
2.59,Mid-tier,Healthcare,Midwest,1,2,3,Medium,Handshake,12,68,2,1,66696.0
3.87,Mid-tier,Arts,West,0,1,3,Large,Indeed,5,90,2,2,52273.0
3.65,Mid-tier,Humanities,Northeast,1,1,4,Medium,Handshake,7,18,2,2,58402.0
3.32,Top-tier,Arts,West,0,3,3,Small,Handshake,3,20,2,2,70663.0
3.22,Lower-tier,Business,Northeast,1,4,3,Large,LinkedIn,9,31,2,2,71978.0
3.6,Lower-tier,Business,Midwest,0,2,0,Medium,LinkedIn,10,60,2,2,90715.0
3.06,Mid-tier,STEM,South,3,3,9,Medium,Handshake,4,8,2,1,86985.0
2.7,Mid-tier,STEM,West,1,3,6,Large,Indeed,2,28,2,2,63268.0
3.27,Mid-tier,STEM,South,1,3,1,Large,LinkedIn,11,115,2,1,90456.0
3.56,Mid-tier,Business,South,0,2,4,Large,LinkedIn,5,42,3,3,70962.0
3.76,Mid-tier,Arts,South,0,1,3,Small,Indeed,10,133,6,3,36632.0
2.72,Mid-tier,Healthcare,West,2,1,2,Large,Handshake,3,9,2,1,46683.0
3.73,Lower-tier,STEM,South,0,4,2,Large,LinkedIn,7,51,2,2,95595.0
2.87,Lower-tier,Business,Northeast,1,2,3,Large,LinkedIn,11,108,6,1,84173.0
3.04,Mid-tier,Arts,Midwest,2,5,2,Small,LinkedIn,5,41,3,3,68391.0
3.95,Top-tier,STEM,South,2,5,5,Large,LinkedIn,1,14,2,2,101473.0
3.2,Mid-tier,Healthcare,South,2,1,5,Medium,Indeed,3,8,2,1,53859.0
3.27,Mid-tier,Business,Northeast,1,1,3,Medium,LinkedIn,3,8,2,1,79197.0
3.18,Mid-tier,Humanities,Northeast,2,6,1,Medium,Handshake,8,28,2,2,65262.0
3.97,Lower-tier,STEM,Midwest,3,1,2,Small,Handshake,6,18,2,1,93196.0
3.05,Lower-tier,Humanities,West,0,2,0,Small,Handshake,11,7,2,1,48437.0
3.72,Top-tier,Healthcare,Midwest,2,1,1,Medium,Indeed,8,144,8,4,60398.0
2.99,Mid-tier,Business,Midwest,2,1,4,Large,LinkedIn,7,53,2,2,68874.0
2.59,Top-tier,Healthcare,Northeast,0,2,0,Medium,Handshake,2,7,2,1,57858.0
3.03,Top-tier,Business,South,1,2,3,Large,LinkedIn,5,34,2,2,91200.0
3.54,Mid-tier,STEM,West,2,4,4,Small,Handshake,6,5,2,1,90314.0
2.91,Mid-tier,STEM,South,2,2,4,Medium,LinkedIn,2,27,2,2,102441.0
2.48,Mid-tier,Business,South,1,2,1,Large,LinkedIn,12,154,4,1,86222.0
3.01,Lower-tier,Humanities,Northeast,3,1,2,Large,LinkedIn,5,35,2,2,69543.0
3.12,Top-tier,Business,South,0,5,5,Medium,LinkedIn,9,69,3,1,89887.0
3.4,Top-tier,STEM,South,2,2,4,Medium,LinkedIn,9,58,2,1,97129.0
3.16,Mid-tier,STEM,Midwest,2,3,2,Medium,LinkedIn,11,106,5,1,91807.0
3.52,Lower-tier,STEM,West,0,3,2,Medium,Handshake,3,27,2,1,77389.0
3.5,Top-tier,Humanities,West,2,2,3,Large,Handshake,9,39,2,2,64658.0
3.06,Top-tier,STEM,Midwest,1,3,3,Medium,LinkedIn,1,9,2,2,106055.0
3.83,Lower-tier,Business,South,0,2,3,Medium,Handshake,10,70,2,2,73205.0
3.75,Mid-tier,Business,Midwest,1,2,3,Medium,LinkedIn,7,26,2,2,81948.0
2.4,Top-tier,Healthcare,Midwest,3,0,4,Large,LinkedIn,5,48,3,3,86906.0
3.41,Mid-tier,Humanities,West,1,3,3,Medium,LinkedIn,10,83,3,3,73718.0
2.37,Mid-tier,STEM,Northeast,2,1,1,Medium,LinkedIn,12,58,3,1,75269.0
2.68,Mid-tier,Business,Northeast,1,3,1,Medium,Handshake,11,100,5,4,75006.0
3.23,Top-tier,Humanities,Midwest,1,3,5,Large,LinkedIn,9,79,3,2,60182.0
3.63,Mid-tier,Business,Northeast,3,2,3,Large,Handshake,7,14,2,2,84229.0
3.42,Top-tier,STEM,Northeast,2,1,5,Medium,Handshake,6,56,3,3,92100.0
4.0,Mid-tier,Business,South,2,2,3,Medium,Indeed,6,62,2,2,70151.0
2.86,Mid-tier,Humanities,South,2,3,2,Medium,LinkedIn,5,60,4,3,63650.0
3.23,Top-tier,STEM,West,3,1,5,Large,Handshake,12,86,3,3,90986.0
3.91,Top-tier,Business,Northeast,1,2,4,Medium,LinkedIn,10,100,6,5,82535.0
2.77,Mid-tier,Healthcare,Northeast,4,1,4,Medium,LinkedIn,3,34,2,2,83859.0
3.87,Mid-tier,Business,South,1,0,3,Medium,LinkedIn,10,86,3,1,79023.0
3.24,Lower-tier,Business,West,0,1,5,Large,LinkedIn,4,22,2,1,67522.0
3.65,Mid-tier,STEM,Midwest,1,2,3,Medium,LinkedIn,12,112,4,4,85101.0
3.32,Mid-tier,Arts,Northeast,1,0,2,Medium,LinkedIn,4,43,3,3,59977.0
3.79,Top-tier,Humanities,West,1,1,2,Small,LinkedIn,10,76,4,4,73378.0
3.76,Mid-tier,STEM,Northeast,0,1,1,Medium,Handshake,9,22,2,1,81259.0
3.35,Mid-tier,Business,Midwest,0,2,3,Medium,LinkedIn,11,132,5,2,86716.0
3.91,Lower-tier,STEM,Midwest,1,4,7,Large,LinkedIn,10,83,2,2,84488.0
2.75,Lower-tier,STEM,West,2,1,3,Large,LinkedIn,5,20,2,2,88162.0
3.2,Lower-tier,Healthcare,South,2,2,2,Medium,LinkedIn,8,73,4,4,73146.0
3.58,Lower-tier,Arts,Northeast,0,4,2,Large,LinkedIn,6,71,4,1,69954.0
2.71,Lower-tier,Healthcare,West,3,0,3,Large,LinkedIn,11,78,2,2,61327.0
3.3,Lower-tier,Healthcare,South,2,1,3,Medium,Handshake,1,6,2,2,72439.0
2.87,Top-tier,STEM,West,1,0,3,Large,LinkedIn,8,86,5,5,86403.0
2.79,Mid-tier,Healthcare,West,2,1,4,Large,Handshake,3,17,2,2,57635.0
3.33,Lower-tier,Business,Midwest,3,0,1,Medium,LinkedIn,7,89,4,1,87311.0
3.22,Mid-tier,STEM,Northeast,1,0,2,Large,Indeed,7,113,5,5,61100.0
3.05,Lower-tier,STEM,West,2,1,6,Large,Indeed,2,37,2,1,75407.0
2.93,Mid-tier,STEM,Midwest,0,2,4,Medium,Handshake,10,40,3,3,62155.0
3.35,Mid-tier,STEM,Midwest,1,1,5,Medium,Handshake,2,7,2,2,72383.0
2.56,Lower-tier,Humanities,West,1,0,1,Medium,LinkedIn,5,30,2,2,63297.0
3.45,Mid-tier,Business,Midwest,3,3,4,Medium,LinkedIn,5,30,2,2,83457.0
3.73,Lower-tier,Humanities,South,1,2,1,Medium,LinkedIn,5,20,2,2,63695.0
2.93,Mid-tier,Healthcare,South,1,2,1,Large,LinkedIn,2,13,2,2,64158.0
3.0,Mid-tier,STEM,Midwest,2,4,2,Medium,LinkedIn,6,35,2,2,79317.0
3.37,Lower-tier,Business,Midwest,1,2,1,Medium,Handshake,9,67,4,3,67576.0
3.14,Lower-tier,Humanities,Northeast,0,2,1,Small,Handshake,9,79,4,3,44175.0
2.32,Lower-tier,Business,West,1,1,3,Large,Handshake,7,39,2,2,57006.0
3.6,Lower-tier,Healthcare,South,0,3,1,Medium,Indeed,5,21,2,2,59759.0
3.24,Mid-tier,Healthcare,West,1,1,6,Large,Handshake,3,17,2,2,61837.0
4.0,Mid-tier,STEM,South,3,1,2,Large,LinkedIn,8,65,4,3,104444.0
2.99,Mid-tier,Healthcare,Midwest,2,2,1,Large,LinkedIn,7,59,2,1,63586.0
2.8,Mid-tier,Humanities,Northeast,2,4,2,Small,Indeed,6,91,3,1,54858.0
3.4,Top-tier,Business,Northeast,0,4,1,Medium,Handshake,11,66,2,1,78400.0
3.36,Mid-tier,Healthcare,West,0,3,4,Medium,Indeed,6,70,4,4,58545.0
2.85,Lower-tier,Humanities,South,1,4,4,Small,Handshake,2,19,2,1,59136.0
3.73,Mid-tier,STEM,West,0,3,6,Small,Indeed,4,85,5,2,72896.0
3.5,Mid-tier,Business,West,3,1,3,Small,LinkedIn,7,103,4,3,89652.0
3.68,Mid-tier,Healthcare,Northeast,1,0,4,Small,Handshake,1,6,2,2,69974.0
2.87,Mid-tier,STEM,South,2,3,2,Large,Indeed,6,65,2,2,79038.0
3.51,Mid-tier,Healthcare,West,0,1,3,Large,Handshake,5,50,3,3,71282.0
2.23,Mid-tier,STEM,Northeast,0,2,5,Large,LinkedIn,12,100,2,2,66395.0
3.28,Lower-tier,Business,South,1,1,3,Large,Handshake,10,61,4,3,63161.0
3.6,Mid-tier,STEM,West,1,0,1,Small,Handshake,2,10,2,2,89805.0
3.45,Lower-tier,STEM,Midwest,2,3,3,Medium,Indeed,9,97,5,4,87328.0
3.26,Mid-tier,Business,Northeast,2,2,1,Large,Handshake,9,49,2,2,79790.0
3.27,Lower-tier,STEM,Midwest,3,2,0,Small,Indeed,4,58,2,2,84398.0
3.05,Mid-tier,Humanities,South,1,1,3,Medium,LinkedIn,9,94,2,1,60756.0
3.16,Mid-tier,STEM,Midwest,0,6,2,Medium,Handshake,3,7,2,1,73485.0
2.77,Mid-tier,STEM,Northeast,2,2,3,Large,LinkedIn,7,65,2,1,96473.0
3.23,Lower-tier,Business,Midwest,1,2,2,Large,Handshake,4,20,2,2,70502.0
2.93,Top-tier,Humanities,Midwest,1,2,1,Medium,Indeed,12,206,2,1,58551.0
2.28,Mid-tier,Healthcare,West,2,1,1,Small,LinkedIn,7,31,2,1,68997.0
3.4,Mid-tier,STEM,Midwest,0,3,2,Small,LinkedIn,9,96,2,1,77333.0
2.89,Mid-tier,Business,Midwest,1,2,2,Medium,Handshake,2,10,2,1,76265.0
3.91,Top-tier,STEM,Midwest,1,1,5,Medium,LinkedIn,6,59,2,1,108597.0
2.16,Lower-tier,STEM,South,4,4,3,Medium,Indeed,9,207,8,5,81105.0
4.0,Mid-tier,STEM,Midwest,2,2,2,Medium,Handshake,5,20,2,2,75623.0
3.34,Mid-tier,STEM,Northeast,2,3,2,Small,Handshake,9,37,2,2,87244.0
3.38,Mid-tier,Business,South,0,2,5,Medium,LinkedIn,5,50,2,1,64355.0
3.28,Mid-tier,Healthcare,South,1,1,8,Medium,Indeed,4,49,2,2,60167.0
3.16,Mid-tier,Humanities,West,3,4,3,Medium,Handshake,4,35,2,2,73791.0
3.18,Mid-tier,Healthcare,West,1,2,2,Medium,LinkedIn,11,5,2,1,46568.0
2.86,Top-tier,Arts,Northeast,1,0,3,Small,LinkedIn,8,24,2,1,79872.0
3.62,Top-tier,STEM,South,0,2,1,Medium,LinkedIn,11,128,3,3,94551.0
3.87,Lower-tier,STEM,West,1,0,1,Large,Handshake,1,5,2,1,80842.0
3.7,Mid-tier,STEM,South,1,2,3,Small,LinkedIn,6,93,5,1,81749.0
3.04,Top-tier,STEM,West,1,7,3,Large,LinkedIn,10,63,2,1,84602.0
3.2,Mid-tier,Humanities,Northeast,0,1,4,Small,Handshake,3,5,2,1,57149.0
2.98,Mid-tier,Humanities,West,1,1,3,Medium,Handshake,5,38,2,1,58648.0
3.12,Top-tier,Healthcare,Midwest,1,1,4,Large,Handshake,11,47,2,2,76653.0
3.51,Lower-tier,STEM,Midwest,1,1,5,Medium,LinkedIn,4,38,2,1,94715.0
2.63,Top-tier,STEM,South,3,3,2,Large,Handshake,2,9,2,2,91739.0
2.46,Lower-tier,Business,South,2,3,2,Small,LinkedIn,5,37,2,2,67663.0
3.6,Mid-tier,Humanities,West,1,1,4,Large,Handshake,2,10,2,2,65349.0
3.31,Lower-tier,Business,Midwest,3,1,6,Large,LinkedIn,8,48,3,1,91893.0
4.0,Top-tier,Business,Midwest,3,3,0,Small,LinkedIn,4,31,2,1,98338.0
3.4,Lower-tier,Business,Midwest,0,5,1,Small,Indeed,1,17,2,1,57029.0
3.07,Top-tier,STEM,Midwest,1,0,3,Medium,Indeed,8,110,3,3,86508.0
3.48,Mid-tier,Business,Northeast,3,2,1,Small,LinkedIn,9,112,4,3,90985.0
3.57,Mid-tier,STEM,Northeast,2,2,5,Medium,LinkedIn,7,39,2,1,90490.0
2.81,Lower-tier,Business,Midwest,0,2,3,Medium,LinkedIn,10,73,3,1,63197.0
3.17,Mid-tier,Business,Northeast,0,0,4,Large,LinkedIn,11,80,4,2,73246.0
2.78,Mid-tier,Business,South,2,2,3,Small,LinkedIn,5,23,2,1,75304.0
3.57,Lower-tier,STEM,West,0,2,2,Medium,LinkedIn,7,73,3,2,86813.0
2.96,Lower-tier,Healthcare,Northeast,1,2,2,Large,LinkedIn,3,19,2,1,65124.0
3.27,Mid-tier,Business,Northeast,3,1,6,Medium,Handshake,1,5,2,1,83938.0
2.63,Top-tier,STEM,West,1,2,2,Large,Handshake,9,58,3,1,90429.0
3.67,Lower-tier,Healthcare,South,0,1,2,Large,LinkedIn,7,54,3,3,58691.0
2.97,Mid-tier,Business,Midwest,1,1,6,Medium,LinkedIn,1,9,2,1,76063.0
3.04,Mid-tier,Business,South,0,2,1,Small,Indeed,10,25,2,2,55195.0
3.79,Mid-tier,STEM,Northeast,3,2,5,Large,LinkedIn,11,132,6,6,82471.0
2.38,Lower-tier,STEM,Northeast,2,1,3,Medium,Indeed,9,174,7,1,61060.0
3.27,Lower-tier,Humanities,Midwest,1,1,0,Large,Indeed,2,32,2,2,53336.0
3.64,Top-tier,STEM,West,3,1,3,Small,Handshake,3,13,2,2,106516.0
2.9,Top-tier,STEM,Midwest,0,3,3,Large,LinkedIn,9,90,4,1,90539.0
3.76,Lower-tier,Business,Northeast,0,3,4,Large,Handshake,3,6,2,2,66982.0
3.46,Top-tier,STEM,West,2,2,1,Medium,LinkedIn,4,52,3,2,104328.0
3.5,Mid-tier,Healthcare,Midwest,2,3,1,Medium,Handshake,12,62,2,2,65763.0
3.78,Mid-tier,STEM,Northeast,0,3,1,Small,Handshake,10,23,2,1,74938.0
3.09,Top-tier,Business,Midwest,1,1,2,Large,LinkedIn,7,86,4,1,97128.0
3.32,Mid-tier,Humanities,Midwest,0,1,3,Large,Indeed,7,31,2,2,44981.0
3.18,Mid-tier,Business,Midwest,2,4,3,Medium,LinkedIn,10,88,3,2,83328.0
3.41,Lower-tier,STEM,West,2,3,1,Small,Indeed,6,41,2,2,69205.0
3.22,Mid-tier,STEM,West,3,2,2,Small,Handshake,11,42,3,1,89360.0
2.83,Mid-tier,Humanities,Midwest,3,2,2,Medium,LinkedIn,1,9,2,2,76757.0
3.0,Lower-tier,STEM,West,0,1,5,Medium,Handshake,9,39,2,1,70011.0
3.65,Mid-tier,Business,Northeast,3,3,7,Medium,LinkedIn,11,40,2,2,84655.0
3.19,Lower-tier,STEM,West,1,3,4,Small,Handshake,4,20,2,2,69772.0
3.47,Mid-tier,STEM,South,1,0,5,Medium,LinkedIn,8,48,2,2,85479.0
3.51,Mid-tier,Arts,South,1,2,1,Medium,LinkedIn,12,164,2,2,70041.0
2.8,Top-tier,Healthcare,South,2,2,5,Large,Handshake,10,65,4,2,65928.0
3.44,Top-tier,STEM,South,3,0,0,Large,Handshake,12,84,5,5,105891.0
3.0,Lower-tier,Healthcare,Northeast,1,2,2,Medium,Handshake,8,26,2,2,65100.0
3.34,Mid-tier,Arts,Northeast,3,2,2,Small,Handshake,2,9,2,2,64461.0
2.81,Lower-tier,Humanities,Midwest,0,2,2,Large,LinkedIn,4,25,2,2,75533.0
3.7,Mid-tier,STEM,Northeast,0,0,2,Large,Handshake,2,15,2,2,74246.0
3.04,Lower-tier,Business,West,3,1,0,Large,LinkedIn,12,12,2,2,80267.0
2.69,Top-tier,Humanities,Northeast,2,2,5,Large,LinkedIn,11,124,3,3,73869.0
2.89,Top-tier,STEM,Northeast,1,1,6,Medium,LinkedIn,5,52,3,2,99266.0
3.32,Lower-tier,Business,West,0,1,2,Medium,Indeed,7,87,4,1,78138.0
3.31,Mid-tier,Business,South,1,0,2,Medium,LinkedIn,7,94,3,1,78812.0
3.4,Mid-tier,Arts,South,3,3,1,Large,LinkedIn,4,28,2,1,79449.0
3.39,Top-tier,Arts,West,1,2,1,Small,Handshake,5,30,2,1,51064.0
3.1,Lower-tier,Business,Northeast,3,3,2,Large,LinkedIn,11,128,7,5,84881.0
3.73,Mid-tier,Healthcare,Midwest,1,0,2,Large,Handshake,8,44,2,1,64985.0
2.55,Mid-tier,STEM,South,1,3,2,Large,Indeed,10,110,5,3,74401.0
3.42,Top-tier,STEM,Midwest,0,0,5,Medium,LinkedIn,6,22,2,2,91894.0
2.59,Lower-tier,STEM,South,0,2,2,Medium,Indeed,10,161,6,4,59211.0
3.36,Mid-tier,Humanities,West,0,1,2,Large,Handshake,2,12,2,2,56828.0
3.25,Mid-tier,STEM,South,1,2,2,Large,Handshake,5,5,2,1,77931.0
2.95,Lower-tier,STEM,South,0,1,4,Large,Indeed,4,66,2,1,71439.0
4.0,Mid-tier,Business,Midwest,4,3,1,Medium,LinkedIn,7,81,2,2,94681.0
3.75,Top-tier,Business,West,1,1,1,Medium,Handshake,12,56,2,2,82308.0
3.54,Mid-tier,Business,West,1,1,4,Medium,Indeed,9,112,6,5,65604.0
3.44,Mid-tier,Healthcare,Midwest,1,5,8,Small,Handshake,9,85,4,4,60098.0
3.3,Top-tier,STEM,Northeast,5,0,3,Medium,Handshake,7,17,2,1,92539.0
3.69,Mid-tier,STEM,West,1,1,3,Small,Handshake,10,28,2,1,80097.0
3.19,Lower-tier,STEM,South,0,0,2,Large,Handshake,1,5,2,2,85719.0
3.28,Top-tier,Business,West,1,0,3,Large,LinkedIn,12,136,2,1,93128.0
2.76,Lower-tier,Business,Midwest,0,2,1,Large,Indeed,7,135,7,6,45207.0
2.74,Top-tier,Arts,Northeast,0,2,4,Small,Handshake,1,5,2,2,73649.0
3.44,Mid-tier,Arts,West,2,1,1,Large,Handshake,4,26,2,1,56468.0
2.63,Mid-tier,Business,South,2,3,5,Medium,Handshake,9,46,2,1,70510.0
3.55,Top-tier,Business,West,4,4,8,Medium,LinkedIn,11,47,3,1,102561.0
3.12,Mid-tier,Healthcare,Northeast,2,1,4,Medium,Indeed,11,102,6,3,48193.0
3.88,Lower-tier,STEM,South,1,4,2,Small,Handshake,11,29,2,1,90292.0
3.37,Mid-tier,Business,Midwest,2,3,5,Large,Handshake,3,9,2,1,78108.0
3.0,Lower-tier,Humanities,Midwest,2,3,3,Medium,Indeed,11,216,7,1,67309.0
3.62,Mid-tier,Humanities,Midwest,2,1,1,Large,LinkedIn,9,123,7,1,73851.0
3.14,Mid-tier,STEM,Northeast,0,1,2,Medium,Handshake,5,7,2,2,73315.0
2.99,Top-tier,STEM,West,4,2,6,Large,Handshake,8,44,3,2,96171.0
3.15,Mid-tier,Healthcare,South,3,1,3,Large,LinkedIn,9,79,3,1,72224.0
3.23,Mid-tier,Business,South,0,2,5,Large,Handshake,12,74,4,4,76652.0
2.85,Lower-tier,Business,Northeast,1,1,5,Medium,Handshake,10,48,2,2,67477.0
3.41,Top-tier,Business,South,2,2,1,Medium,Indeed,9,112,3,1,79059.0
3.53,Lower-tier,Business,Midwest,3,1,7,Medium,Indeed,5,35,2,1,83710.0
3.05,Top-tier,Business,South,1,1,2,Medium,LinkedIn,9,87,4,1,75019.0
2.97,Lower-tier,STEM,West,2,0,3,Small,Handshake,10,63,2,1,80108.0
2.84,Mid-tier,STEM,South,2,4,3,Medium,Handshake,4,38,2,1,86522.0
2.51,Lower-tier,Business,Northeast,0,0,4,Large,LinkedIn,9,115,4,2,53693.0
