GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received,Offer_Salary
3.2,Lower-tier,STEM,South,0,2,1,Large,Indeed,12,104,1,0,,
3.97,Mid-tier,STEM,Midwest,2,1,2,Small,Handshake,4,9,2,1,,
3.21,Top-tier,Business,Midwest,0,3,2,Small,Handshake,5,35,2,2,,
3.45,Mid-tier,Arts,Midwest,4,2,1,Medium,LinkedIn,11,102,3,2,,
2.85,Lower-tier,Humanities,Northeast,1,1,3,Large,LinkedIn,10,103,3,1,,
2.66,Mid-tier,Humanities,Midwest,0,1,2,Medium,LinkedIn,7,73,0,0,,
2.82,Mid-tier,Business,South,0,4,0,Large,LinkedIn,11,126,3,0,,
2.95,Mid-tier,Business,Midwest,0,2,4,Medium,LinkedIn,8,68,4,2,,
3.17,Lower-tier,Healthcare,South,4,2,2,Medium,Handshake,7,33,2,2,,
2.8,Mid-tier,STEM,Midwest,1,0,5,Large,Handshake,7,5,2,2,,
3.01,Mid-tier,Arts,West,0,3,2,Large,Handshake,10,30,1,1,,
2.86,Lower-tier,Business,Northeast,1,2,0,Medium,Indeed,4,37,1,1,,
3.63,Lower-tier,STEM,South,0,3,3,Large,LinkedIn,10,96,6,3,,
3.62,Lower-tier,STEM,West,0,1,4,Large,Indeed,11,221,2,0,,
3.17,Mid-tier,Humanities,South,0,1,2,Large,LinkedIn,3,29,1,1,,
2.93,Mid-tier,Healthcare,Northeast,0,1,1,Medium,Indeed,7,67,1,1,,
3.16,Lower-tier,STEM,Midwest,1,6,5,Small,LinkedIn,1,11,1,0,,
3.52,Lower-tier,STEM,Northeast,0,3,3,Large,Indeed,4,46,0,0,,
3.5,Mid-tier,Arts,Midwest,0,1,6,Small,Handshake,12,52,2,1,,
3.38,Lower-tier,Humanities,Midwest,1,2,2,Medium,Handshake,9,55,2,1,,
3.45,Lower-tier,Healthcare,Midwest,0,2,2,Large,Indeed,8,124,2,1,,
3.29,Mid-tier,Business,West,2,0,3,Medium,LinkedIn,7,66,5,0,,
3.03,Mid-tier,STEM,West,0,3,5,Large,LinkedIn,9,54,4,1,,
2.82,Mid-tier,STEM,Midwest,1,2,4,Medium,Indeed,7,138,1,1,,
2.9,Lower-tier,Business,West,1,1,3,Small,LinkedIn,4,51,1,0,,
2.83,Top-tier,Business,Northeast,1,1,2,Medium,Handshake,2,10,2,2,,
3.38,Lower-tier,STEM,West,0,3,0,Large,Handshake,7,32,2,0,,
3.63,Mid-tier,Business,Midwest,0,2,1,Large,Handshake,6,15,0,0,,
3.34,Top-tier,Business,Northeast,0,1,3,Medium,LinkedIn,9,75,2,2,,
3.44,Mid-tier,Business,South,1,2,1,Medium,LinkedIn,3,45,1,0,,
2.88,Lower-tier,STEM,West,0,2,2,Large,LinkedIn,3,41,4,3,,
3.61,Top-tier,STEM,West,0,1,6,Medium,Handshake,10,93,2,1,,
3.46,Mid-tier,Humanities,South,1,3,3,Small,Handshake,9,73,7,2,,
3.27,Lower-tier,Business,Northeast,1,0,3,Large,Handshake,10,58,2,1,,
3.38,Mid-tier,Business,Midwest,0,2,2,Medium,Handshake,2,13,2,2,,
3.23,Mid-tier,Business,West,2,1,2,Large,LinkedIn,11,100,6,1,,
2.85,Top-tier,STEM,Midwest,0,2,3,Large,Handshake,12,90,8,3,,
3.26,Lower-tier,Humanities,South,0,1,4,Medium,Handshake,9,22,2,0,,
3.32,Lower-tier,STEM,West,1,0,1,Medium,Handshake,10,65,3,0,,
2.99,Top-tier,STEM,South,2,1,3,Large,LinkedIn,6,65,3,1,,
3.37,Top-tier,Humanities,South,2,2,3,Small,Handshake,3,12,2,1,,
3.43,Lower-tier,Business,West,2,2,7,Large,Handshake,11,73,5,1,,
2.93,Top-tier,Healthcare,Midwest,0,2,3,Medium,LinkedIn,2,14,0,0,,
2.7,Lower-tier,STEM,West,0,0,4,Medium,LinkedIn,5,20,0,0,,
3.21,Top-tier,Humanities,South,1,3,3,Small,Indeed,6,50,1,0,,
2.8,Lower-tier,STEM,South,0,0,1,Medium,Indeed,8,146,1,0,,
3.28,Mid-tier,STEM,Northeast,2,4,3,Large,Handshake,6,38,2,1,,
2.68,Mid-tier,STEM,Northeast,0,4,2,Medium,Indeed,11,139,6,4,,
3.13,Mid-tier,STEM,West,0,2,4,Medium,Handshake,6,47,4,1,,
2.21,Mid-tier,STEM,Midwest,2,2,1,Large,LinkedIn,8,8,2,1,,
3.15,Mid-tier,Humanities,Midwest,2,1,2,Small,Handshake,11,77,8,2,,
3.61,Mid-tier,STEM,South,1,1,3,Small,Handshake,3,18,1,1,,
3.07,Top-tier,STEM,Northeast,2,1,0,Large,LinkedIn,7,52,2,0,,
2.5,Lower-tier,STEM,Midwest,2,0,5,Medium,Indeed,10,220,11,10,,
2.84,Lower-tier,STEM,Northeast,2,2,7,Medium,Handshake,1,5,2,1,,
3.14,Mid-tier,Business,Midwest,2,2,3,Large,LinkedIn,1,7,2,2,,
2.89,Mid-tier,Business,Northeast,2,5,2,Large,Indeed,10,173,1,1,,
2.8,Mid-tier,STEM,Midwest,1,1,3,Medium,Handshake,4,10,0,0,,
3.63,Mid-tier,STEM,South,3,1,4,Medium,Handshake,3,5,1,0,,
2.92,Mid-tier,Healthcare,Midwest,3,2,4,Medium,LinkedIn,10,81,5,5,,
3.67,Lower-tier,STEM,West,0,2,4,Medium,Indeed,7,67,0,0,,
3.04,Mid-tier,Business,Midwest,0,3,1,Large,Handshake,7,47,5,1,,
2.94,Mid-tier,STEM,Midwest,3,2,5,Large,Handshake,10,20,2,1,,
2.7,Mid-tier,STEM,Northeast,3,6,4,Large,LinkedIn,3,6,2,1,,
3.36,Top-tier,STEM,South,1,4,6,Small,LinkedIn,5,59,6,3,,
3.3,Lower-tier,Business,West,2,3,4,Large,LinkedIn,7,113,3,2,,
3.75,Mid-tier,STEM,Midwest,0,0,4,Medium,LinkedIn,3,30,3,2,,
3.36,Mid-tier,STEM,South,0,0,1,Large,LinkedIn,1,8,0,0,,
2.82,Lower-tier,Humanities,South,0,1,1,Large,LinkedIn,11,100,3,1,,
3.65,Top-tier,STEM,Midwest,2,0,3,Medium,LinkedIn,10,105,2,1,,
3.09,Mid-tier,Business,South,0,2,2,Medium,Handshake,3,22,3,0,,
2.69,Lower-tier,Business,West,0,3,4,Medium,Handshake,1,5,1,0,,
2.92,Mid-tier,Business,Midwest,3,0,6,Medium,Handshake,11,38,2,2,,
3.16,Lower-tier,Business,Midwest,2,0,2,Large,Handshake,3,24,2,2,,
2.81,Mid-tier,STEM,Northeast,2,3,5,Medium,Handshake,6,37,4,1,,
3.02,Lower-tier,Business,Northeast,0,4,1,Small,Indeed,1,15,1,0,,
3.89,Mid-tier,Healthcare,Northeast,0,3,5,Small,Handshake,9,58,2,1,,
3.07,Lower-tier,STEM,Midwest,1,1,4,Large,Indeed,10,150,2,1,,
3.35,Mid-tier,Business,Northeast,2,2,3,Medium,LinkedIn,4,44,1,1,,
3.39,Top-tier,STEM,South,0,2,1,Medium,Handshake,8,40,3,3,,
2.99,Mid-tier,Business,South,1,5,1,Small,LinkedIn,3,35,0,0,,
3.77,Mid-tier,Humanities,Northeast,3,2,2,Medium,LinkedIn,5,33,2,2,,
3.43,Lower-tier,Healthcare,Northeast,0,0,4,Medium,LinkedIn,12,146,8,3,,
3.32,Lower-tier,STEM,Northeast,0,0,2,Large,Indeed,10,130,1,0,,
3.33,Mid-tier,Business,Midwest,1,2,3,Large,Handshake,1,8,0,0,,
2.53,Lower-tier,STEM,Northeast,2,1,8,Medium,LinkedIn,3,19,0,0,,
2.7,Mid-tier,Arts,West,1,3,2,Small,Indeed,1,13,2,2,,
3.37,Lower-tier,STEM,West,0,3,3,Medium,Handshake,11,25,2,1,,
3.37,Mid-tier,Business,West,1,3,3,Medium,LinkedIn,3,5,0,0,,
3.41,Mid-tier,Humanities,South,0,1,3,Large,LinkedIn,5,47,1,0,,
2.68,Lower-tier,Humanities,West,1,3,1,Large,Indeed,3,28,2,1,,
2.83,Top-tier,Healthcare,West,4,0,4,Large,Handshake,2,6,1,0,,
2.6,Mid-tier,Business,South,0,1,5,Medium,LinkedIn,10,81,4,4,,
2.47,Lower-tier,Humanities,South,0,2,5,Large,Indeed,4,32,0,0,,
3.17,Mid-tier,Business,Midwest,2,2,1,Medium,Handshake,5,48,4,1,,
3.92,Mid-tier,STEM,South,0,2,4,Small,Handshake,7,50,2,1,,
3.15,Lower-tier,Humanities,South,0,1,1,Small,Indeed,11,201,4,2,,
3.08,Lower-tier,Humanities,South,0,0,7,Large,Indeed,4,55,0,0,,
2.97,Lower-tier,STEM,Northeast,1,4,3,Small,Handshake,7,61,4,2,,
3.47,Mid-tier,Healthcare,South,1,1,1,Medium,Indeed,4,94,3,1,,
3.25,Mid-tier,Business,Midwest,4,3,2,Large,Indeed,10,148,8,1,,
2.98,Mid-tier,Humanities,South,0,2,2,Large,LinkedIn,9,111,3,2,,
3.16,Lower-tier,STEM,West,1,2,1,Large,LinkedIn,12,20,2,1,,
4.0,Lower-tier,Humanities,Northeast,1,3,0,Large,LinkedIn,4,25,0,0,,
2.79,Lower-tier,STEM,West,0,1,6,Medium,Indeed,9,120,0,0,,
3.01,Lower-tier,Humanities,Midwest,0,3,2,Large,LinkedIn,6,56,1,0,,
3.97,Mid-tier,Business,South,0,4,2,Large,Handshake,5,15,3,0,,
3.16,Mid-tier,Business,West,0,1,5,Medium,Handshake,3,9,0,0,,
2.98,Lower-tier,Humanities,South,0,2,4,Medium,LinkedIn,5,45,1,1,,
3.92,Lower-tier,Healthcare,Midwest,0,2,1,Large,Handshake,6,38,5,2,,
3.15,Lower-tier,STEM,South,1,1,4,Medium,Handshake,7,18,3,0,,
3.45,Lower-tier,Business,West,0,3,3,Large,LinkedIn,12,166,4,2,,
3.07,Lower-tier,Business,South,0,3,5,Medium,LinkedIn,10,91,3,3,,
3.38,Mid-tier,Healthcare,Midwest,1,4,2,Large,Handshake,4,26,0,0,,
3.64,Mid-tier,Humanities,Midwest,2,4,8,Medium,LinkedIn,7,103,6,2,,
3.28,Mid-tier,Arts,Midwest,0,1,3,Large,LinkedIn,8,61,4,1,,
2.7,Mid-tier,Healthcare,South,0,4,8,Large,Handshake,12,100,13,6,,
2.68,Mid-tier,Healthcare,Northeast,0,1,2,Small,Indeed,2,26,0,0,,
3.35,Mid-tier,Business,Northeast,2,1,4,Large,LinkedIn,3,22,2,2,,
3.01,Mid-tier,STEM,Northeast,3,0,2,Medium,Indeed,8,100,2,1,,
3.36,Lower-tier,Humanities,South,2,1,3,Small,Handshake,12,10,2,1,,
3.23,Mid-tier,STEM,Midwest,0,1,2,Large,Indeed,9,120,0,0,,
3.25,Lower-tier,Business,Midwest,4,2,2,Medium,Handshake,6,25,2,2,,
3.38,Top-tier,Business,Midwest,3,2,3,Large,LinkedIn,10,113,2,2,,
2.75,Top-tier,STEM,Midwest,4,5,3,Large,Indeed,5,61,3,1,,
3.39,Top-tier,STEM,Northeast,2,4,3,Large,LinkedIn,8,40,2,2,,
3.73,Lower-tier,Business,Midwest,1,1,1,Medium,LinkedIn,11,99,4,2,,
3.1,Mid-tier,STEM,Northeast,0,4,2,Medium,Handshake,5,39,2,1,,
2.8,Lower-tier,Business,Midwest,0,2,4,Large,Indeed,3,51,0,0,,
3.97,Mid-tier,STEM,Northeast,4,1,1,Medium,LinkedIn,1,8,2,1,,
3.48,Lower-tier,Business,Northeast,3,0,1,Large,LinkedIn,8,86,4,1,,
2.52,Top-tier,Healthcare,Midwest,1,3,3,Large,LinkedIn,11,66,2,2,,
2.85,Top-tier,STEM,West,1,1,1,Large,LinkedIn,2,14,1,0,,
3.01,Lower-tier,Healthcare,Northeast,0,1,3,Medium,LinkedIn,6,51,2,0,,
3.25,Lower-tier,Business,Midwest,2,2,5,Large,Handshake,2,5,1,1,,
3.26,Lower-tier,Healthcare,Northeast,0,3,3,Medium,Indeed,6,85,0,0,,
3.1,Mid-tier,STEM,South,5,0,5,Large,Handshake,8,37,2,1,,
3.3,Lower-tier,Healthcare,Midwest,0,3,1,Medium,Indeed,5,63,0,0,,
3.17,Mid-tier,Healthcare,Northeast,0,2,2,Small,Indeed,8,148,1,0,,
3.77,Mid-tier,STEM,Midwest,3,5,3,Large,LinkedIn,6,52,2,0,,
3.6,Mid-tier,Business,West,3,3,1,Large,Indeed,1,16,0,0,,
3.31,Lower-tier,STEM,Northeast,2,2,2,Large,Indeed,10,230,3,2,,
3.38,Mid-tier,STEM,Midwest,2,0,3,Medium,Indeed,5,90,3,1,,
3.16,Lower-tier,Business,South,2,2,2,Small,Handshake,4,10,2,2,,
3.35,Lower-tier,STEM,West,4,1,1,Medium,Handshake,11,31,2,1,,
3.21,Mid-tier,Business,West,1,2,2,Medium,Indeed,3,35,2,2,,
3.38,Lower-tier,Healthcare,South,1,0,0,Medium,Indeed,11,205,0,0,,
3.9,Top-tier,Healthcare,West,0,3,2,Medium,Handshake,1,5,0,0,,
3.41,Mid-tier,STEM,Midwest,0,1,3,Small,Handshake,10,98,13,2,,
2.69,Mid-tier,Business,West,1,4,3,Medium,LinkedIn,12,108,6,3,,
2.71,Lower-tier,Humanities,Northeast,3,3,3,Large,Handshake,11,60,6,2,,
3.46,Lower-tier,Healthcare,West,0,2,3,Large,LinkedIn,1,6,2,2,,
3.57,Lower-tier,Business,Northeast,0,1,3,Large,LinkedIn,10,88,3,0,,
3.31,Top-tier,Healthcare,Northeast,1,5,4,Large,LinkedIn,11,82,5,3,,
2.36,Mid-tier,Business,Midwest,0,1,1,Medium,LinkedIn,4,42,4,2,,
2.96,Lower-tier,Healthcare,Midwest,2,1,2,Medium,LinkedIn,11,49,2,1,,
2.48,Lower-tier,STEM,Midwest,0,1,1,Large,Handshake,4,20,3,2,,
3.45,Mid-tier,STEM,Midwest,0,1,5,Small,Handshake,8,34,3,1,,
3.5,Mid-tier,Business,South,2,3,1,Large,Indeed,8,81,2,0,,
3.13,Mid-tier,STEM,Northeast,0,6,3,Medium,Handshake,4,18,1,0,,
3.2,Mid-tier,STEM,Northeast,4,2,4,Small,LinkedIn,5,36,2,2,,
3.75,Mid-tier,Healthcare,South,0,5,4,Medium,LinkedIn,2,12,0,0,,
2.81,Lower-tier,Humanities,Northeast,2,1,4,Small,Handshake,1,6,1,0,,
3.96,Mid-tier,Healthcare,Midwest,0,2,6,Medium,Handshake,6,39,4,0,,
3.63,Mid-tier,STEM,West,4,2,5,Large,Indeed,5,36,0,0,,
3.99,Mid-tier,STEM,West,1,3,5,Medium,Indeed,1,13,2,2,,
3.54,Lower-tier,Business,Midwest,0,1,3,Medium,Handshake,9,22,0,0,,
3.62,Lower-tier,STEM,Midwest,1,1,2,Large,Handshake,6,29,1,0,,
3.23,Lower-tier,STEM,Northeast,0,4,3,Small,Handshake,4,16,1,1,,
2.78,Mid-tier,Humanities,South,1,1,2,Medium,LinkedIn,2,5,1,0,,
3.94,Lower-tier,STEM,West,3,3,2,Small,Handshake,8,69,3,2,,
3.1,Lower-tier,Business,South,1,1,3,Large,LinkedIn,5,81,4,2,,
3.02,Lower-tier,Business,Northeast,0,3,3,Large,Handshake,4,11,1,0,,
2.91,Mid-tier,Business,South,3,3,2,Medium,LinkedIn,9,94,3,0,,
3.85,Mid-tier,Business,West,0,1,4,Medium,LinkedIn,9,103,4,1,,
2.78,Lower-tier,STEM,South,0,4,2,Large,Indeed,8,74,1,0,,
3.05,Lower-tier,Business,South,2,2,4,Large,LinkedIn,8,5,0,0,,
3.57,Mid-tier,Arts,Northeast,2,2,4,Large,Handshake,8,16,0,0,,
2.32,Mid-tier,Business,Northeast,1,4,4,Small,Handshake,11,67,5,3,,
3.0,Top-tier,STEM,Northeast,2,3,2,Large,LinkedIn,1,5,2,1,,
3.45,Top-tier,Business,West,3,3,4,Medium,Handshake,9,75,2,1,,
3.42,Top-tier,Humanities,West,1,0,0,Large,LinkedIn,6,61,4,0,,
3.37,Mid-tier,Business,Northeast,3,4,2,Small,Indeed,2,28,0,0,,
3.47,Lower-tier,STEM,South,1,1,2,Medium,Indeed,1,10,0,0,,
3.66,Top-tier,Healthcare,South,1,1,2,Large,LinkedIn,10,5,0,0,,
3.81,Mid-tier,Humanities,Midwest,0,0,3,Large,Indeed,7,26,0,0,,
3.52,Lower-tier,STEM,South,1,4,1,Large,LinkedIn,8,60,1,0,,
2.64,Mid-tier,STEM,South,1,3,2,Medium,LinkedIn,2,16,2,1,,
3.16,Lower-tier,Healthcare,Northeast,0,1,2,Small,Handshake,7,23,2,1,,
3.79,Top-tier,Business,South,1,1,5,Large,LinkedIn,4,55,2,0,,
4.0,Mid-tier,Business,Northeast,1,1,2,Small,LinkedIn,1,11,0,0,,
3.11,Mid-tier,Healthcare,South,3,1,3,Medium,Indeed,4,69,0,0,,
3.81,Lower-tier,Humanities,South,3,5,3,Medium,Indeed,4,38,0,0,,
3.62,Lower-tier,Healthcare,South,0,2,3,Medium,LinkedIn,10,141,5,0,,
3.97,Top-tier,Business,South,0,5,2,Medium,LinkedIn,7,60,2,1,,
2.67,Mid-tier,STEM,Northeast,4,2,5,Large,Indeed,5,70,4,3,,
3.29,Mid-tier,Humanities,Northeast,2,1,1,Small,Handshake,10,80,4,1,,
2.62,Top-tier,Business,Northeast,1,0,5,Medium,Handshake,2,18,2,1,,
2.86,Lower-tier,STEM,Midwest,3,1,3,Small,LinkedIn,5,45,5,1,,
3.65,Mid-tier,STEM,Northeast,1,2,4,Large,LinkedIn,11,47,1,0,,
3.38,Mid-tier,Business,Midwest,0,5,0,Large,Indeed,3,34,0,0,,
3.44,Mid-tier,Business,Midwest,2,3,4,Medium,LinkedIn,11,128,6,1,,
3.79,Lower-tier,Business,West,5,1,5,Medium,LinkedIn,4,44,2,1,,
2.99,Mid-tier,Business,Midwest,0,3,0,Medium,Indeed,8,96,0,0,,
3.71,Mid-tier,Humanities,Midwest,0,2,4,Medium,Handshake,3,9,1,1,,
2.37,Lower-tier,STEM,Northeast,1,1,1,Medium,LinkedIn,12,92,2,2,,
3.8,Lower-tier,Healthcare,Midwest,1,3,2,Medium,Handshake,1,5,2,1,,
3.43,Mid-tier,Humanities,South,0,0,5,Small,Handshake,5,15,0,0,,
3.58,Mid-tier,Healthcare,Northeast,2,1,3,Medium,Handshake,2,7,0,0,,
3.62,Lower-tier,Humanities,South,1,1,5,Medium,LinkedIn,12,98,8,1,,
3.33,Lower-tier,Business,Midwest,2,3,2,Large,LinkedIn,11,108,3,1,,
2.94,Lower-tier,Humanities,Midwest,1,5,5,Large,Handshake,7,33,4,2,,
3.25,Lower-tier,Humanities,South,1,0,0,Medium,Handshake,5,26,2,1,,
3.29,Mid-tier,Business,Midwest,2,2,0,Medium,Handshake,2,17,2,1,,
3.74,Mid-tier,Business,Northeast,2,0,1,Medium,LinkedIn,6,50,2,1,,
2.99,Mid-tier,Business,Northeast,0,3,1,Medium,LinkedIn,9,72,5,2,,
3.06,Mid-tier,STEM,Northeast,1,2,4,Large,Handshake,7,57,4,0,,
2.48,Mid-tier,Business,South,1,3,0,Large,LinkedIn,2,17,2,2,,
3.67,Mid-tier,STEM,South,1,3,1,Small,Handshake,10,55,2,2,,
2.42,Mid-tier,Humanities,South,2,0,2,Large,Handshake,10,51,6,1,,
3.32,Mid-tier,Business,Midwest,1,3,1,Large,Indeed,8,104,3,3,,
2.97,Mid-tier,STEM,Midwest,0,3,4,Medium,LinkedIn,2,12,0,0,,
3.29,Mid-tier,Humanities,Midwest,1,2,4,Large,Indeed,2,38,0,0,,
2.73,Top-tier,Business,South,2,1,7,Large,LinkedIn,7,61,2,1,,
2.98,Lower-tier,STEM,Midwest,0,0,3,Medium,LinkedIn,4,32,0,0,,
3.38,Mid-tier,STEM,Northeast,1,4,5,Medium,Indeed,11,174,4,1,,
3.07,Lower-tier,Business,South,2,1,5,Large,LinkedIn,5,73,4,4,,
2.87,Mid-tier,STEM,Midwest,3,3,2,Medium,LinkedIn,12,54,0,0,,
3.07,Top-tier,Business,Midwest,2,4,3,Medium,Indeed,7,65,3,2,,
3.43,Mid-tier,Business,Midwest,2,2,3,Medium,LinkedIn,7,72,4,1,,
2.58,Mid-tier,Arts,South,1,2,4,Small,Indeed,7,112,0,0,,
3.22,Lower-tier,Healthcare,South,3,2,2,Small,LinkedIn,9,96,4,1,,
3.48,Mid-tier,STEM,West,0,4,4,Large,Handshake,8,26,4,0,,
3.99,Lower-tier,Healthcare,Midwest,2,1,1,Small,Handshake,8,54,5,1,,
3.48,Lower-tier,STEM,West,4,1,6,Medium,Indeed,7,103,1,0,,
2.83,Mid-tier,Business,South,0,4,4,Large,Handshake,9,84,7,3,,
3.75,Top-tier,Healthcare,West,0,4,5,Small,Handshake,2,5,0,0,,
3.45,Mid-tier,Humanities,South,2,3,5,Medium,Handshake,2,18,2,2,,
2.65,Lower-tier,Arts,Northeast,1,1,3,Small,Handshake,6,29,3,1,,
3.35,Mid-tier,STEM,Northeast,0,1,4,Large,Indeed,4,36,0,0,,
2.68,Lower-tier,Business,Midwest,1,1,2,Large,Handshake,1,5,0,0,,
2.97,Lower-tier,STEM,Northeast,0,0,3,Medium,Indeed,10,86,2,1,,
3.94,Top-tier,Business,Northeast,1,2,0,Medium,LinkedIn,1,13,0,0,,
3.88,Mid-tier,STEM,West,1,2,2,Medium,LinkedIn,9,85,4,1,,
2.75,Lower-tier,STEM,Midwest,4,3,4,Medium,LinkedIn,5,57,3,1,,
2.79,Mid-tier,Business,Midwest,0,0,3,Large,LinkedIn,8,37,1,1,,
2.77,Top-tier,STEM,Midwest,3,1,2,Large,Handshake,11,5,2,2,,
2.97,Mid-tier,Business,South,0,2,2,Small,LinkedIn,7,44,2,0,,
3.53,Top-tier,Humanities,Northeast,1,1,1,Medium,Indeed,5,88,3,1,,
2.56,Mid-tier,STEM,Midwest,1,3,1,Large,Indeed,9,72,0,0,,
3.56,Lower-tier,Healthcare,South,1,1,3,Small,Handshake,1,5,2,2,,
3.04,Lower-tier,Healthcare,West,0,0,3,Medium,Indeed,10,140,1,1,,
3.81,Lower-tier,STEM,West,1,3,2,Medium,Indeed,7,56,2,1,,
3.51,Mid-tier,STEM,Midwest,2,1,2,Large,LinkedIn,7,107,4,2,,
3.7,Lower-tier,STEM,South,1,2,4,Large,Handshake,4,25,2,0,,
3.62,Mid-tier,Arts,Northeast,0,3,5,Small,Indeed,9,145,1,1,,
3.26,Top-tier,Arts,South,3,1,2,Medium,LinkedIn,9,90,5,3,,
2.55,Mid-tier,Humanities,Midwest,1,4,1,Medium,Handshake,11,143,9,3,,
3.36,Mid-tier,STEM,Northeast,3,2,4,Large,Indeed,6,77,1,0,,
2.37,Lower-tier,Humanities,West,2,1,2,Medium,LinkedIn,11,62,4,3,,
3.15,Lower-tier,Business,Midwest,1,1,2,Small,Handshake,6,31,1,1,,
2.88,Lower-tier,Business,South,2,1,0,Large,LinkedIn,9,7,2,1,,
3.87,Mid-tier,Humanities,Northeast,1,2,4,Medium,Handshake,4,16,3,2,,
3.37,Top-tier,STEM,West,2,0,2,Medium,LinkedIn,4,26,2,1,,
3.39,Mid-tier,Humanities,South,0,1,6,Large,Handshake,5,11,2,2,,
3.09,Lower-tier,Healthcare,Northeast,0,0,2,Medium,LinkedIn,8,68,5,0,,
3.25,Top-tier,Humanities,West,1,2,4,Large,LinkedIn,4,22,0,0,,
3.53,Lower-tier,Arts,South,1,5,2,Medium,Handshake,5,27,2,2,,
2.73,Lower-tier,Humanities,Northeast,0,1,4,Small,Indeed,11,174,1,1,,
3.18,Mid-tier,STEM,Midwest,0,1,2,Small,Handshake,7,24,2,2,,
2.87,Lower-tier,STEM,West,0,6,1,Medium,Indeed,10,186,1,1,,
2.92,Lower-tier,Business,West,1,2,1,Large,Handshake,1,6,2,2,,
2.33,Lower-tier,Business,West,2,0,4,Medium,LinkedIn,2,11,1,1,,
3.11,Lower-tier,STEM,Northeast,1,5,4,Large,LinkedIn,4,14,0,0,,
3.65,Top-tier,Business,Midwest,3,2,4,Small,Handshake,10,58,2,2,,
3.18,Top-tier,Healthcare,Midwest,3,3,3,Small,Indeed,4,24,0,0,,
2.68,Lower-tier,STEM,Midwest,1,1,2,Small,Handshake,1,5,0,0,,
2.35,Top-tier,Business,Northeast,1,0,5,Large,LinkedIn,10,43,1,0,,
3.23,Lower-tier,Business,West,0,1,4,Large,Handshake,1,5,0,0,,
3.38,Mid-tier,Business,Midwest,1,2,4,Medium,LinkedIn,4,28,1,0,,
2.96,Lower-tier,STEM,South,1,3,4,Large,LinkedIn,6,28,2,1,,
2.41,Lower-tier,STEM,West,2,1,5,Medium,LinkedIn,11,115,5,3,,
2.73,Lower-tier,STEM,Midwest,1,2,1,Large,Indeed,1,14,0,0,,
3.01,Lower-tier,Business,Northeast,3,3,3,Large,LinkedIn,6,64,1,0,,
2.67,Mid-tier,STEM,West,3,2,4,Small,Handshake,11,53,2,0,,
3.34,Mid-tier,Arts,Northeast,1,2,2,Medium,Handshake,9,43,5,1,,
4.0,Mid-tier,Healthcare,Northeast,1,0,3,Large,LinkedIn,9,102,2,2,,
3.04,Mid-tier,Business,South,2,0,4,Medium,LinkedIn,3,28,1,0,,
3.57,Top-tier,Humanities,South,0,1,2,Medium,LinkedIn,5,27,4,1,,
2.68,Mid-tier,STEM,South,0,2,4,Large,LinkedIn,11,132,1,0,,
2.97,Lower-tier,Healthcare,Midwest,2,0,3,Medium,Handshake,5,21,2,2,,
2.7,Mid-tier,Humanities,Northeast,0,3,3,Medium,Indeed,7,116,0,0,,
3.02,Mid-tier,STEM,South,2,2,2,Large,Indeed,8,118,6,2,,
2.78,Lower-tier,Humanities,West,0,0,3,Large,Handshake,5,27,1,0,,
3.71,Lower-tier,STEM,Midwest,2,1,3,Large,Indeed,8,53,2,1,,
2.19,Mid-tier,Humanities,Northeast,2,0,3,Large,Indeed,1,8,1,0,,
3.76,Lower-tier,STEM,Northeast,0,1,1,Medium,Indeed,3,9,0,0,,
3.26,Lower-tier,STEM,South,1,2,2,Medium,Indeed,6,96,2,2,,
3.13,Lower-tier,STEM,South,0,5,5,Medium,Indeed,6,77,2,1,,
2.58,Lower-tier,Business,West,0,2,3,Large,Handshake,12,76,2,2,,
3.25,Mid-tier,Business,West,2,2,4,Large,Handshake,5,28,2,2,,
2.8,Lower-tier,Humanities,West,0,1,2,Small,LinkedIn,8,62,1,0,,
3.8,Lower-tier,Arts,West,1,2,6,Large,Indeed,8,5,0,0,,
3.38,Mid-tier,Healthcare,West,0,0,6,Medium,Handshake,1,5,0,0,,
3.64,Top-tier,Business,West,1,1,4,Large,LinkedIn,2,8,2,2,,
3.72,Lower-tier,Business,Northeast,3,4,3,Large,Handshake,4,29,2,2,,
2.66,Mid-tier,Healthcare,Northeast,2,1,7,Medium,LinkedIn,5,55,1,1,,
3.63,Top-tier,Healthcare,Northeast,2,0,3,Medium,Indeed,6,29,1,0,,
2.7,Mid-tier,STEM,Midwest,1,4,4,Medium,LinkedIn,1,5,0,0,,
3.09,Mid-tier,Healthcare,West,0,2,2,Large,Indeed,9,123,1,0,,
3.55,Mid-tier,Business,West,0,3,2,Medium,Handshake,6,23,1,0,,
4.0,Lower-tier,STEM,Northeast,0,5,3,Large,Handshake,6,9,0,0,,
3.46,Lower-tier,Business,South,1,5,4,Medium,Handshake,3,15,0,0,,
2.88,Mid-tier,Business,Northeast,3,2,3,Medium,Handshake,8,41,3,2,,
3.44,Mid-tier,STEM,West,1,3,6,Small,Indeed,2,38,2,1,,
3.24,Mid-tier,Humanities,Northeast,0,2,3,Medium,LinkedIn,11,99,4,1,,
