GPA,University_Rating,Major_Category,Region,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,School_Size,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received
3.34,Mid-tier,Business,Northeast,1,3,4,Small,Handshake,12,70,5,1,0
2.28,Lower-tier,Business,West,0,0,3,Medium,Handshake,2,5,2,1,1
3.6,Mid-tier,Healthcare,West,2,0,4,Small,Indeed,2,19,2,1,1
2.89,Mid-tier,Business,Northeast,1,5,7,Large,Handshake,8,70,8,1,0
2.84,Mid-tier,STEM,Midwest,2,0,3,Medium,Handshake,5,30,2,2,1
3.43,Mid-tier,STEM,West,1,1,1,Large,LinkedIn,12,66,5,0,0
2.64,Lower-tier,Healthcare,West,0,0,6,Large,LinkedIn,5,29,0,0,0
3.88,Lower-tier,Healthcare,West,0,1,2,Large,LinkedIn,6,65,5,1,0
3.08,Top-tier,Humanities,Midwest,0,1,2,Medium,LinkedIn,10,143,3,2,1
3.52,Mid-tier,Business,Midwest,3,2,6,Medium,Indeed,12,98,2,1,1
3.77,Top-tier,Healthcare,Northeast,1,2,2,Medium,LinkedIn,3,38,3,1,0
3.14,Mid-tier,STEM,Midwest,1,3,3,Large,Indeed,9,94,1,1,0
2.89,Lower-tier,Humanities,West,0,4,4,Medium,Handshake,3,12,0,0,0
2.64,Top-tier,Humanities,West,2,1,4,Small,Handshake,9,40,3,2,1
4.0,Mid-tier,Business,Northeast,2,4,3,Medium,LinkedIn,6,57,3,2,1
2.76,Mid-tier,Healthcare,Midwest,2,0,2,Medium,LinkedIn,6,36,0,0,0
3.48,Lower-tier,Business,West,1,2,2,Small,LinkedIn,4,11,0,0,0
3.07,Lower-tier,Humanities,South,0,1,4,Medium,Handshake,5,24,2,2,1
3.46,Top-tier,Business,Midwest,2,1,6,Medium,Handshake,2,5,2,2,1
3.13,Lower-tier,Arts,West,0,4,3,Large,Handshake,3,5,2,1,1
3.6,Mid-tier,STEM,Midwest,1,0,4,Medium,Handshake,4,21,2,1,1
3.53,Mid-tier,Arts,Midwest,0,3,1,Large,Handshake,4,24,2,2,1
3.75,Lower-tier,Arts,West,0,2,3,Small,Handshake,6,44,4,1,0
3.43,Lower-tier,Humanities,West,0,3,2,Medium,Indeed,11,271,4,1,0
3.23,Lower-tier,Humanities,Midwest,0,3,5,Medium,Handshake,3,10,0,0,0
3.32,Mid-tier,Business,West,0,1,3,Medium,Handshake,1,8,1,0,0
3.38,Mid-tier,STEM,West,3,1,0,Medium,Handshake,10,90,8,3,0
3.31,Lower-tier,Humanities,South,1,5,1,Medium,Handshake,7,38,2,1,1
3.42,Mid-tier,STEM,Midwest,3,1,3,Large,Indeed,7,67,1,0,0
2.75,Mid-tier,Healthcare,Northeast,0,1,1,Large,Indeed,11,84,1,1,0
2.84,Mid-tier,Humanities,Midwest,1,1,7,Large,Handshake,6,32,2,2,1
2.88,Lower-tier,Business,West,2,1,7,Large,LinkedIn,3,41,2,1,0
3.49,Mid-tier,Humanities,Northeast,1,2,2,Medium,Handshake,9,39,2,1,1
2.9,Mid-tier,Business,Midwest,2,1,0,Medium,Handshake,6,37,4,2,0
2.79,Lower-tier,STEM,Midwest,0,4,2,Large,Indeed,3,46,0,0,0
3.98,Top-tier,Healthcare,West,1,2,5,Large,LinkedIn,2,11,0,0,0
3.45,Mid-tier,Healthcare,Midwest,0,4,2,Large,Handshake,8,22,2,1,1
3.11,Mid-tier,Healthcare,Midwest,1,1,5,Medium,LinkedIn,12,80,5,2,1
2.98,Top-tier,STEM,West,4,2,1,Medium,Handshake,8,33,4,3,0
3.26,Top-tier,Business,South,1,1,4,Small,Handshake,10,25,2,1,1
3.39,Mid-tier,STEM,Midwest,2,1,1,Medium,LinkedIn,10,86,5,3,1
2.92,Lower-tier,Business,West,0,1,1,Medium,LinkedIn,7,56,1,0,0
3.2,Mid-tier,Healthcare,Northeast,2,2,6,Medium,Handshake,1,5,0,0,0
2.86,Lower-tier,Humanities,West,1,1,6,Medium,Handshake,5,39,0,0,0
2.85,Mid-tier,Humanities,Northeast,0,5,8,Large,Handshake,1,5,0,0,0
2.89,Mid-tier,STEM,South,1,0,1,Medium,LinkedIn,1,5,2,2,1
3.64,Mid-tier,Business,South,0,1,4,Large,LinkedIn,4,5,0,0,0
2.57,Mid-tier,Business,Northeast,2,1,2,Small,LinkedIn,6,48,0,0,0
4.0,Lower-tier,Healthcare,Northeast,2,3,3,Medium,LinkedIn,10,98,3,1,1
2.81,Mid-tier,Healthcare,Midwest,2,3,4,Medium,Indeed,1,12,0,0,0
3.47,Mid-tier,STEM,Midwest,1,3,1,Small,Handshake,4,16,3,1,0
3.74,Lower-tier,Healthcare,Midwest,2,1,6,Medium,LinkedIn,3,31,2,1,1
3.18,Lower-tier,Arts,Northeast,3,1,2,Medium,LinkedIn,6,72,2,2,1
3.14,Lower-tier,Humanities,South,1,2,2,Medium,LinkedIn,12,20,1,0,0
3.56,Mid-tier,Humanities,South,0,3,3,Large,LinkedIn,4,30,1,0,0
3.32,Lower-tier,Healthcare,South,2,1,5,Small,Handshake,11,71,7,3,0
3.45,Mid-tier,STEM,Northeast,1,5,1,Medium,Indeed,7,126,2,0,0
3.9,Mid-tier,Arts,South,1,1,3,Medium,Indeed,7,56,2,1,1
3.92,Mid-tier,Business,South,4,2,5,Large,LinkedIn,5,25,2,2,1
3.65,Mid-tier,Humanities,Midwest,2,4,4,Medium,LinkedIn,11,62,4,4,1
2.73,Mid-tier,Healthcare,West,2,0,0,Large,Handshake,2,5,2,1,1
2.71,Mid-tier,Humanities,South,0,5,5,Large,Handshake,9,21,1,1,0
2.97,Lower-tier,STEM,West,1,3,3,Small,LinkedIn,8,40,0,0,0
3.91,Mid-tier,Business,West,3,3,4,Medium,Handshake,7,25,2,1,1
3.19,Top-tier,Healthcare,Northeast,2,1,1,Medium,Handshake,11,53,3,3,1
3.07,Top-tier,Business,Midwest,1,1,1,Large,LinkedIn,7,79,1,0,0
3.57,Lower-tier,Healthcare,Northeast,0,0,3,Small,Handshake,1,6,0,0,0
2.93,Mid-tier,Humanities,Northeast,0,2,1,Medium,Indeed,9,207,2,0,0
3.13,Mid-tier,Business,South,0,1,2,Large,Handshake,12,90,2,1,1
2.93,Lower-tier,Healthcare,South,1,2,1,Large,Handshake,8,82,7,3,0
3.22,Lower-tier,STEM,South,2,3,3,Medium,Indeed,10,168,4,2,1
3.74,Mid-tier,Arts,Northeast,0,1,1,Large,Indeed,2,33,2,2,1
3.41,Lower-tier,Business,Northeast,0,1,4,Medium,Indeed,5,60,0,0,0
3.05,Lower-tier,STEM,West,0,1,2,Large,Handshake,5,25,2,1,1
3.02,Lower-tier,Healthcare,Northeast,1,1,2,Large,LinkedIn,12,138,2,0,0
2.97,Mid-tier,Business,West,1,4,1,Large,Indeed,10,198,10,6,1
4.0,Lower-tier,STEM,South,0,4,4,Medium,Handshake,12,96,7,3,0
3.33,Mid-tier,STEM,Midwest,3,2,6,Medium,Handshake,3,21,1,1,0
3.15,Mid-tier,Business,Midwest,3,1,2,Medium,LinkedIn,9,37,2,2,1
2.85,Mid-tier,Healthcare,Northeast,4,0,1,Small,Indeed,1,11,2,2,1
2.75,Top-tier,Business,Northeast,1,2,3,Large,LinkedIn,11,144,8,3,0
3.11,Top-tier,STEM,Midwest,2,3,3,Large,LinkedIn,9,40,2,0,0
3.27,Lower-tier,Business,West,1,1,1,Large,LinkedIn,11,106,8,4,0
3.86,Top-tier,STEM,South,4,0,5,Large,LinkedIn,3,27,2,2,1
3.53,Mid-tier,STEM,South,2,2,2,Medium,Indeed,7,17,1,0,0
2.73,Mid-tier,Healthcare,Northeast,1,2,2,Medium,LinkedIn,5,38,2,1,1
3.64,Top-tier,Business,South,3,1,4,Large,LinkedIn,1,11,2,2,1
2.94,Lower-tier,Business,South,3,7,2,Small,LinkedIn,10,70,5,2,0
3.19,Mid-tier,STEM,South,0,0,2,Medium,Handshake,12,42,0,0,0
3.2,Mid-tier,Business,Northeast,3,2,1,Small,LinkedIn,9,82,4,1,1
3.26,Mid-tier,Business,Midwest,0,2,4,Medium,Handshake,9,60,4,1,0
3.19,Mid-tier,Business,West,0,4,2,Small,LinkedIn,3,36,3,2,0
3.06,Top-tier,Humanities,South,2,5,6,Small,LinkedIn,10,88,5,3,0
3.11,Lower-tier,Healthcare,West,1,2,1,Large,LinkedIn,2,10,0,0,0
2.84,Lower-tier,STEM,South,0,4,3,Large,Indeed,3,11,2,1,1
2.47,Mid-tier,Humanities,South,0,2,3,Medium,Handshake,11,20,2,0,0
3.44,Lower-tier,Humanities,West,1,4,1,Small,LinkedIn,8,30,1,0,0
3.35,Lower-tier,Healthcare,South,1,2,2,Large,LinkedIn,3,7,2,1,0
2.94,Lower-tier,Humanities,Northeast,2,1,3,Small,Handshake,3,30,4,1,0
3.23,Mid-tier,STEM,West,0,2,5,Medium,Handshake,12,12,2,1,0
3.45,Mid-tier,Healthcare,Midwest,0,3,3,Medium,LinkedIn,2,13,0,0,0
3.01,Mid-tier,Humanities,Northeast,1,1,4,Small,Handshake,5,15,2,0,0
3.38,Lower-tier,Business,Midwest,1,1,4,Medium,LinkedIn,8,74,4,0,0
3.12,Lower-tier,Arts,Midwest,2,3,3,Small,Handshake,3,13,2,1,0
3.36,Mid-tier,Healthcare,Midwest,1,1,3,Medium,Handshake,5,19,2,1,0
3.91,Mid-tier,Arts,West,0,1,2,Large,LinkedIn,2,19,0,0,0
3.57,Lower-tier,STEM,Midwest,0,4,4,Medium,LinkedIn,2,17,2,1,1
3.26,Lower-tier,STEM,West,1,3,4,Medium,Handshake,4,11,0,0,0
3.35,Lower-tier,STEM,Northeast,2,1,2,Medium,Handshake,9,22,4,1,0
3.37,Lower-tier,Healthcare,Northeast,1,3,4,Large,LinkedIn,12,56,1,0,0
2.63,Mid-tier,STEM,West,1,1,2,Large,LinkedIn,8,53,1,0,0
3.95,Mid-tier,Humanities,South,0,2,1,Large,Handshake,7,42,3,2,0
3.12,Lower-tier,Arts,Midwest,0,2,2,Medium,LinkedIn,4,47,2,1,0
2.6,Top-tier,Business,Northeast,1,1,7,Large,Indeed,2,44,2,1,0
3.01,Mid-tier,Business,Midwest,0,5,4,Large,LinkedIn,9,54,2,0,0
4.0,Lower-tier,STEM,Midwest,2,4,3,Small,Handshake,11,84,2,1,1
3.3,Mid-tier,Healthcare,Northeast,2,4,6,Large,Handshake,9,52,3,3,1
3.32,Lower-tier,STEM,West,1,5,3,Medium,Handshake,7,17,1,1,0
3.15,Mid-tier,Healthcare,Northeast,0,2,2,Large,Indeed,11,108,1,0,0
3.56,Lower-tier,Humanities,West,1,3,2,Medium,LinkedIn,2,18,2,2,1
3.35,Top-tier,STEM,Midwest,0,0,2,Medium,LinkedIn,6,68,5,3,0
2.84,Mid-tier,STEM,Northeast,1,4,3,Large,LinkedIn,6,94,0,0,0
2.94,Mid-tier,Business,Midwest,1,2,0,Large,LinkedIn,9,66,3,1,1
3.43,Mid-tier,Healthcare,Midwest,0,3,3,Large,Handshake,2,11,0,0,0
2.93,Lower-tier,STEM,West,2,2,3,Large,Indeed,9,160,4,4,1
3.1,Lower-tier,Business,Northeast,0,1,3,Medium,LinkedIn,8,80,1,0,0
3.22,Top-tier,Healthcare,South,1,4,2,Small,Indeed,3,33,0,0,0
3.41,Mid-tier,STEM,West,0,2,1,Medium,Indeed,4,48,0,0,0
3.13,Mid-tier,Arts,Midwest,4,3,5,Medium,Indeed,1,7,0,0,0
3.6,Mid-tier,Humanities,Northeast,0,4,2,Large,Handshake,12,82,9,2,0
3.32,Lower-tier,STEM,West,1,2,3,Medium,Handshake,11,73,4,3,1
3.16,Lower-tier,STEM,West,1,2,0,Medium,LinkedIn,9,105,2,2,1
3.02,Lower-tier,STEM,South,1,6,5,Large,Handshake,4,39,5,3,0
2.74,Lower-tier,STEM,West,0,1,2,Large,Indeed,8,117,2,1,0
3.38,Mid-tier,Business,Midwest,1,2,5,Large,Handshake,6,20,2,1,1
3.15,Lower-tier,Arts,South,1,2,2,Small,Handshake,9,18,2,0,0
3.24,Lower-tier,Healthcare,South,0,1,4,Small,LinkedIn,10,80,5,1,1
3.74,Lower-tier,STEM,South,3,1,3,Large,LinkedIn,8,78,4,3,1
2.73,Lower-tier,Business,West,1,1,0,Large,Indeed,5,65,0,0,0
3.04,Mid-tier,STEM,West,0,2,6,Small,Handshake,10,71,5,2,0
3.17,Lower-tier,Healthcare,Midwest,1,1,0,Medium,Handshake,11,77,4,3,1
3.07,Mid-tier,Business,West,0,1,2,Medium,LinkedIn,5,58,1,1,0
2.87,Mid-tier,Business,Northeast,0,4,2,Large,LinkedIn,1,10,0,0,0
3.61,Mid-tier,Business,West,1,2,3,Large,Handshake,11,11,0,0,0
3.14,Lower-tier,Healthcare,Northeast,3,2,6,Large,LinkedIn,2,18,1,1,0
3.41,Lower-tier,Arts,South,2,1,3,Large,Indeed,7,130,1,0,0
3.04,Lower-tier,STEM,Northeast,2,1,3,Large,LinkedIn,1,7,2,2,1
3.18,Lower-tier,STEM,Northeast,0,2,4,Small,Handshake,6,26,4,1,0
2.68,Mid-tier,STEM,South,2,2,5,Large,Indeed,1,5,0,0,0
3.68,Lower-tier,Humanities,South,2,2,4,Medium,Indeed,11,86,1,1,0
2.59,Mid-tier,Business,Northeast,2,5,2,Large,LinkedIn,5,23,2,1,1
3.22,Mid-tier,STEM,South,1,0,2,Large,Indeed,8,130,2,0,0
3.58,Mid-tier,Humanities,South,1,0,2,Medium,LinkedIn,2,9,2,1,1
2.41,Lower-tier,Arts,Midwest,1,3,2,Large,Handshake,10,91,2,2,1
3.06,Lower-tier,Healthcare,Northeast,1,2,5,Medium,Indeed,11,199,2,1,0
3.04,Mid-tier,STEM,South,1,4,4,Medium,Indeed,10,161,7,4,1
2.82,Top-tier,Arts,South,0,4,4,Small,Handshake,12,60,5,0,0
3.27,Lower-tier,Healthcare,Northeast,0,1,4,Large,Indeed,12,174,2,1,0
3.13,Top-tier,Business,South,1,1,4,Medium,LinkedIn,5,47,1,0,0
3.58,Lower-tier,STEM,West,1,1,4,Medium,LinkedIn,3,40,0,0,0
3.62,Lower-tier,STEM,West,0,3,5,Medium,Handshake,11,11,1,1,0
3.98,Mid-tier,Humanities,South,0,4,1,Medium,Indeed,10,181,9,7,1
3.56,Mid-tier,Arts,South,0,2,4,Medium,Handshake,9,63,6,3,0
3.05,Lower-tier,STEM,South,2,3,5,Small,Handshake,3,7,0,0,0
2.62,Lower-tier,Healthcare,Northeast,2,3,4,Small,LinkedIn,7,47,3,2,1
3.02,Mid-tier,STEM,Midwest,0,2,4,Large,Handshake,10,36,2,1,0
3.39,Lower-tier,Healthcare,Midwest,0,2,2,Large,Handshake,1,5,0,0,0
3.6,Top-tier,Humanities,Northeast,0,5,5,Small,LinkedIn,9,49,2,1,1
3.75,Mid-tier,STEM,South,0,1,3,Large,Handshake,6,48,2,1,1
3.74,Lower-tier,STEM,South,2,0,1,Medium,LinkedIn,8,37,2,1,1
3.42,Lower-tier,Humanities,West,1,3,1,Large,Handshake,8,28,2,1,1
2.96,Mid-tier,Healthcare,South,0,2,1,Medium,Indeed,4,44,0,0,0
2.83,Lower-tier,Business,West,1,3,3,Large,Handshake,4,16,2,2,1
3.57,Mid-tier,Humanities,Northeast,0,3,2,Large,Indeed,11,170,2,0,0
2.79,Mid-tier,Humanities,Midwest,2,1,2,Small,Indeed,8,114,2,0,0
3.44,Top-tier,Business,Northeast,1,5,4,Large,LinkedIn,5,29,2,1,1
3.37,Lower-tier,Humanities,South,3,0,3,Large,Indeed,2,13,0,0,0
3.52,Mid-tier,STEM,South,1,0,7,Medium,LinkedIn,9,54,3,3,1
2.92,Mid-tier,Business,Midwest,2,1,3,Medium,LinkedIn,1,11,2,1,1
3.09,Mid-tier,STEM,Midwest,1,3,2,Large,Handshake,3,26,5,2,0
3.38,Lower-tier,STEM,South,2,3,5,Large,Indeed,9,81,5,4,1
2.84,Lower-tier,STEM,Midwest,0,1,8,Small,LinkedIn,3,35,1,0,0
3.1,Lower-tier,Business,South,0,3,1,Large,LinkedIn,3,23,1,0,0
3.41,Mid-tier,STEM,South,1,0,3,Large,Handshake,2,8,0,0,0
3.22,Mid-tier,STEM,West,3,3,4,Large,Handshake,11,77,7,2,0
3.94,Mid-tier,Healthcare,Northeast,1,1,4,Medium,Handshake,3,19,2,1,1
3.7,Lower-tier,STEM,Midwest,0,0,4,Small,LinkedIn,7,42,1,0,0
3.89,Lower-tier,Healthcare,Midwest,1,1,2,Large,Indeed,3,27,2,2,0
3.53,Top-tier,STEM,West,2,1,1,Large,Handshake,2,16,1,0,0
4.0,Lower-tier,STEM,South,1,2,6,Small,Handshake,6,17,1,1,0
3.4,Top-tier,Business,Midwest,3,4,5,Medium,LinkedIn,6,39,2,1,1
2.78,Mid-tier,Arts,Midwest,2,4,4,Small,Handshake,9,54,3,1,1
2.6,Mid-tier,STEM,Northeast,1,2,2,Medium,Indeed,11,243,3,0,0
3.22,Mid-tier,Business,Northeast,2,4,5,Large,Handshake,6,29,1,0,0
3.08,Mid-tier,STEM,Northeast,2,4,2,Large,LinkedIn,8,64,2,1,0
3.77,Mid-tier,Healthcare,Northeast,1,3,1,Large,LinkedIn,6,54,1,1,0
2.77,Mid-tier,Healthcare,West,0,3,0,Medium,Indeed,11,172,1,1,0
3.18,Lower-tier,STEM,South,4,3,1,Large,LinkedIn,12,112,3,1,1
2.75,Mid-tier,Healthcare,South,0,4,3,Medium,LinkedIn,11,106,12,3,0
3.29,Top-tier,Business,West,2,1,3,Medium,LinkedIn,8,28,1,0,0
3.79,Lower-tier,Business,South,1,2,4,Medium,Indeed,9,217,3,1,0
3.37,Mid-tier,Humanities,Northeast,2,2,1,Small,LinkedIn,12,64,3,2,0
2.76,Mid-tier,STEM,South,0,2,5,Large,Handshake,5,20,2,2,1
3.52,Lower-tier,Healthcare,West,1,4,8,Large,LinkedIn,8,28,2,1,0
3.46,Mid-tier,Business,South,0,2,2,Small,Handshake,9,55,7,1,0
3.19,Top-tier,Business,West,2,2,3,Medium,Handshake,1,5,0,0,0
3.0,Mid-tier,Humanities,West,0,2,2,Large,Indeed,4,32,0,0,0
2.64,Lower-tier,Business,Northeast,0,3,3,Medium,Handshake,2,24,2,2,1
3.8,Mid-tier,Humanities,West,0,1,3,Large,Indeed,3,56,3,3,1
3.4,Lower-tier,STEM,West,2,3,4,Large,LinkedIn,10,100,4,1,1
2.47,Mid-tier,Business,Northeast,2,4,5,Large,Handshake,6,57,3,2,1
2.24,Mid-tier,STEM,Midwest,0,2,0,Small,Indeed,4,50,0,0,0
3.39,Mid-tier,STEM,West,1,4,4,Large,LinkedIn,5,55,3,2,1
3.12,Lower-tier,Healthcare,Northeast,0,2,2,Small,Handshake,7,70,2,1,0
3.51,Top-tier,STEM,South,3,1,6,Medium,Handshake,6,43,2,1,1
2.47,Mid-tier,STEM,Northeast,2,0,5,Medium,Handshake,12,52,3,1,1
3.43,Mid-tier,Business,Midwest,3,2,5,Large,Handshake,8,57,8,2,0
2.51,Mid-tier,Business,South,1,3,4,Large,LinkedIn,7,12,0,0,0
3.48,Lower-tier,Humanities,Northeast,0,3,4,Medium,Handshake,2,10,0,0,0
3.93,Top-tier,Business,West,1,1,2,Large,Handshake,12,74,7,2,0
3.05,Mid-tier,Healthcare,Midwest,3,2,2,Medium,Handshake,9,25,3,0,0
2.94,Mid-tier,Healthcare,West,1,3,3,Large,LinkedIn,4,17,0,0,0
3.22,Lower-tier,Humanities,Midwest,1,1,2,Large,Handshake,1,5,2,1,1
2.94,Top-tier,Business,Midwest,2,6,3,Small,LinkedIn,9,72,3,3,1
3.14,Mid-tier,Humanities,Northeast,1,1,2,Large,Handshake,12,72,2,1,1
2.33,Lower-tier,Business,Midwest,0,3,4,Large,Indeed,4,40,2,1,0
2.99,Lower-tier,Humanities,South,0,0,5,Small,Indeed,12,128,2,0,0
3.58,Mid-tier,STEM,South,0,3,3,Small,Handshake,4,28,3,0,0
2.83,Mid-tier,Business,West,1,3,3,Medium,LinkedIn,5,25,3,1,0
3.4,Mid-tier,Humanities,Midwest,0,3,3,Small,LinkedIn,12,120,5,0,0
3.13,Mid-tier,Healthcare,Midwest,3,2,4,Medium,LinkedIn,12,34,2,1,1
3.54,Mid-tier,Humanities,Northeast,2,1,4,Large,Handshake,6,34,4,2,0
3.39,Mid-tier,Healthcare,Northeast,0,3,3,Small,LinkedIn,3,33,1,0,0
3.94,Mid-tier,Healthcare,West,0,0,1,Small,LinkedIn,11,82,2,2,1
3.71,Mid-tier,Arts,West,2,2,4,Small,Handshake,8,50,3,1,1
3.09,Lower-tier,Healthcare,Midwest,2,2,3,Medium,Indeed,4,75,2,2,1
2.83,Lower-tier,Business,Midwest,1,1,1,Medium,LinkedIn,7,39,2,0,0
2.67,Mid-tier,Business,West,0,4,8,Large,LinkedIn,6,44,2,0,0
2.86,Top-tier,STEM,Midwest,1,1,6,Medium,LinkedIn,10,135,4,1,1
3.0,Top-tier,STEM,West,1,2,0,Large,LinkedIn,11,40,2,1,1
3.82,Lower-tier,STEM,West,1,1,4,Medium,LinkedIn,12,76,1,0,0
2.99,Mid-tier,STEM,West,0,5,4,Medium,LinkedIn,10,75,4,1,1
3.73,Top-tier,STEM,West,2,0,3,Medium,LinkedIn,3,16,2,2,1
3.13,Mid-tier,Business,Northeast,2,4,1,Medium,LinkedIn,5,38,2,2,1
3.36,Mid-tier,Business,Northeast,1,1,4,Large,LinkedIn,1,10,1,1,0
3.06,Mid-tier,Business,South,1,0,3,Medium,LinkedIn,5,12,0,0,0
3.9,Mid-tier,Humanities,South,0,3,3,Small,Handshake,2,8,1,0,0
3.89,Top-tier,Humanities,West,1,2,2,Medium,Handshake,7,49,3,3,1
2.94,Lower-tier,STEM,Northeast,0,1,3,Large,LinkedIn,5,47,3,0,0
3.57,Mid-tier,Humanities,Northeast,1,3,3,Large,Handshake,8,38,2,2,1
3.41,Lower-tier,STEM,Northeast,2,2,4,Large,Indeed,6,44,1,0,0
3.22,Lower-tier,Humanities,South,0,3,6,Small,Handshake,2,5,2,2,1
3.86,Mid-tier,Healthcare,Northeast,1,2,2,Small,Handshake,12,28,1,0,0
3.2,Mid-tier,STEM,West,0,1,2,Large,Indeed,9,145,7,4,1
3.37,Mid-tier,Healthcare,South,0,2,2,Large,LinkedIn,9,103,3,0,0
2.68,Mid-tier,Business,Midwest,2,2,2,Medium,Handshake,4,17,0,0,0
2.67,Lower-tier,Healthcare,South,0,2,6,Large,Indeed,4,39,0,0,0
3.19,Lower-tier,Humanities,South,2,1,4,Large,Handshake,11,69,2,2,0
3.29,Top-tier,STEM,Northeast,1,0,2,Small,LinkedIn,4,36,1,0,0
2.54,Mid-tier,Business,Midwest,2,6,4,Small,LinkedIn,10,86,5,1,0
3.0,Lower-tier,Business,West,0,0,4,Medium,Handshake,2,16,0,0,0
4.0,Lower-tier,Healthcare,South,1,1,2,Large,LinkedIn,3,31,2,2,1
3.16,Lower-tier,STEM,West,1,1,6,Large,Handshake,7,26,2,1,1
3.42,Mid-tier,Humanities,South,0,2,1,Medium,Handshake,5,14,2,0,0
3.32,Mid-tier,STEM,South,2,3,2,Large,Handshake,1,5,2,2,1
3.21,Lower-tier,Healthcare,Midwest,0,2,1,Medium,Indeed,10,136,1,1,0
3.01,Lower-tier,Business,Northeast,2,1,6,Small,Handshake,6,52,7,2,0
2.79,Mid-tier,Arts,Northeast,0,6,7,Large,LinkedIn,4,46,2,1,1
3.14,Top-tier,STEM,Midwest,1,1,4,Medium,LinkedIn,1,11,2,1,1
3.68,Mid-tier,Business,West,1,2,2,Large,Handshake,10,8,0,0,0
2.61,Mid-tier,Healthcare,West,1,0,3,Large,Handshake,2,5,2,0,0
3.18,Mid-tier,Healthcare,West,1,2,3,Medium,Handshake,12,20,2,1,0
3.94,Lower-tier,Humanities,South,0,0,2,Large,Indeed,5,56,2,0,0
3.46,Mid-tier,Healthcare,Northeast,0,1,2,Large,LinkedIn,8,82,5,0,0
3.15,Lower-tier,Humanities,Northeast,1,3,3,Medium,Indeed,6,121,3,0,0
3.26,Mid-tier,Business,West,3,1,2,Medium,Indeed,7,94,1,0,0
3.24,Lower-tier,Healthcare,South,2,1,5,Large,Indeed,3,24,0,0,0
3.72,Lower-tier,STEM,Northeast,3,0,3,Large,LinkedIn,10,108,3,2,1
3.25,Top-tier,Business,Northeast,1,5,4,Medium,Indeed,3,36,0,0,0
2.57,Top-tier,Business,Northeast,5,0,4,Large,Handshake,8,53,2,2,1
3.02,Mid-tier,STEM,South,1,2,3,Large,Indeed,12,236,4,4,1
3.28,Top-tier,Business,Northeast,1,2,4,Small,Indeed,4,78,2,2,1
3.1,Lower-tier,STEM,West,1,4,3,Small,Handshake,5,25,2,2,1
3.56,Lower-tier,STEM,Northeast,0,3,2,Medium,Handshake,9,72,4,0,0
3.96,Mid-tier,Humanities,Northeast,0,1,3,Medium,Handshake,8,42,2,2,0
3.11,Mid-tier,Arts,South,1,0,0,Small,Indeed,11,225,12,12,1
3.34,Mid-tier,Business,Northeast,1,2,4,Small,LinkedIn,11,106,6,3,0
4.0,Lower-tier,Business,Midwest,0,5,2,Large,Handshake,4,24,2,1,1
3.73,Top-tier,Business,Northeast,4,1,5,Small,LinkedIn,7,64,2,2,1
3.54,Mid-tier,Business,West,1,3,3,Medium,LinkedIn,6,35,2,0,0
2.79,Mid-tier,Humanities,Northeast,0,1,3,Medium,Handshake,8,54,2,2,1
2.91,Mid-tier,STEM,South,0,2,2,Small,Indeed,6,93,0,0,0
3.0,Mid-tier,Humanities,Northeast,0,2,3,Small,Indeed,7,102,4,3,1
3.54,Lower-tier,Healthcare,Northeast,2,1,4,Medium,Indeed,9,94,2,2,1
3.62,Top-tier,Humanities,Northeast,3,2,1,Large,LinkedIn,8,68,2,1,1
3.12,Mid-tier,STEM,Northeast,2,0,4,Large,Handshake,7,11,2,2,1
2.36,Lower-tier,Business,Midwest,3,5,1,Large,Handshake,4,8,0,0,0
2.49,Lower-tier,STEM,Northeast,0,5,5,Medium,LinkedIn,1,10,0,0,0
2.78,Top-tier,STEM,West,2,1,6,Medium,LinkedIn,10,113,3,1,0
4.0,Mid-tier,Humanities,West,1,4,2,Medium,Handshake,5,38,2,1,1
3.59,Mid-tier,STEM,West,3,6,7,Large,LinkedIn,1,12,2,2,1
2.06,Mid-tier,Business,South,2,0,3,Medium,LinkedIn,3,28,3,1,0
3.18,Mid-tier,STEM,West,3,0,2,Large,LinkedIn,6,62,4,3,1
3.33,Top-tier,STEM,Midwest,3,3,4,Small,LinkedIn,12,104,2,1,1
2.24,Mid-tier,STEM,West,1,3,7,Medium,Handshake,6,18,1,1,0
3.91,Lower-tier,Healthcare,Northeast,0,0,4,Large,LinkedIn,11,111,5,3,0
3.08,Mid-tier,Business,West,2,2,3,Medium,Handshake,1,5,0,0,0
3.17,Lower-tier,Business,South,0,5,2,Small,LinkedIn,10,50,2,1,0
3.37,Top-tier,Arts,Midwest,2,0,3,Large,LinkedIn,10,55,2,2,1
3.28,Lower-tier,Humanities,West,0,1,8,Medium,LinkedIn,11,130,11,3,0
2.59,Lower-tier,Business,West,2,1,0,Small,LinkedIn,3,19,2,1,1
3.09,Lower-tier,STEM,West,2,2,1,Large,Indeed,7,65,1,0,0
4.0,Lower-tier,Humanities,Northeast,1,2,2,Medium,Handshake,1,5,1,1,0
3.3,Lower-tier,STEM,Midwest,2,1,2,Large,LinkedIn,1,8,0,0,0
2.98,Mid-tier,STEM,Midwest,2,5,0,Large,LinkedIn,9,75,3,0,0
2.79,Mid-tier,Business,Northeast,1,1,3,Medium,Indeed,9,97,0,0,0
